group,dataset_a,dataset_b,sae_jaccard,logreg_jaccard,delta_jaccard
wikidata_person,61_wikidata_occupation_isactor,64_wikidata_occupation_isresearcher,0.06666666666666667,0.03225806451612903,0.034408602150537634
wikidata_person,62_wikidata_occupation_ispolitician,63_wikidata_occupation_issinger,0.6,0.0,0.6
wikidata_person,62_wikidata_occupation_ispolitician,64_wikidata_occupation_isresearcher,0.3333333333333333,0.0,0.3333333333333333
wikidata_person,63_wikidata_occupation_issinger,64_wikidata_occupation_isresearcher,0.23076923076923078,0.0,0.23076923076923078
nyc_boroughs,114_nyc_borough_Manhattan,115_nyc_borough_Brooklyn,0.23076923076923078,0.0,0.23076923076923078
nyc_boroughs,114_nyc_borough_Manhattan,116_nyc_borough_Bronx,0.06666666666666667,0.0,0.06666666666666667
nyc_boroughs,115_nyc_borough_Brooklyn,116_nyc_borough_Bronx,0.3333333333333333,0.0,0.3333333333333333
us_states,117_us_state_FL,118_us_state_CA,0.45454545454545453,0.0,0.45454545454545453
us_states,117_us_state_FL,119_us_state_TX,0.28,0.0,0.28
us_states,118_us_state_CA,119_us_state_TX,0.3333333333333333,0.0,0.3333333333333333
us_timezones,120_us_timezone_Chicago,121_us_timezone_New_York,0.3333333333333333,0.03225806451612903,0.30107526881720426
us_timezones,120_us_timezone_Chicago,122_us_timezone_Los_Angeles,0.5238095238095238,0.0,0.5238095238095238
us_timezones,121_us_timezone_New_York,122_us_timezone_Los_Angeles,0.5238095238095238,0.03225806451612903,0.49155145929339483
world_countries,123_world_country_United_Kingdom,124_world_country_United_States,0.6842105263157895,0.14285714285714285,0.5413533834586466
world_countries,123_world_country_United_Kingdom,125_world_country_Italy,0.7777777777777778,0.03225806451612903,0.7455197132616488
world_countries,124_world_country_United_States,125_world_country_Italy,0.7777777777777778,0.03225806451612903,0.7455197132616488
art_types,126_art_type_book,127_art_type_song,0.391304347826087,0.0,0.391304347826087
art_types,126_art_type_book,128_art_type_movie,0.18518518518518517,0.0,0.18518518518518517
art_types,127_art_type_song,128_art_type_movie,0.10344827586206896,0.0,0.10344827586206896
glue_nli,136_glue_mnli_entailment,137_glue_mnli_neutral,0.18518518518518517,0.0,0.18518518518518517
glue_nli,136_glue_mnli_entailment,138_glue_mnli_contradiction,0.3333333333333333,0.06666666666666667,0.26666666666666666
glue_nli,137_glue_mnli_neutral,138_glue_mnli_contradiction,0.23076923076923078,0.06666666666666667,0.16410256410256413
glue_misc,87_glue_cola,90_glue_qnli,0.18518518518518517,0.0,0.18518518518518517
glue_misc,87_glue_cola,91_glue_qqp,0.45454545454545453,0.0,0.45454545454545453
glue_misc,87_glue_cola,92_glue_sst2,0.23076923076923078,0.0,0.23076923076923078
glue_misc,90_glue_qnli,91_glue_qqp,0.3333333333333333,0.0,0.3333333333333333
glue_misc,90_glue_qnli,92_glue_sst2,0.23076923076923078,0.0,0.23076923076923078
glue_misc,91_glue_qqp,92_glue_sst2,0.23076923076923078,0.03225806451612903,0.19851116625310175
cancer_categories,142_cancer_cat_Thyroid_Cancer,143_cancer_cat_Lung_Cancer,0.8823529411764706,0.06666666666666667,0.8156862745098039
cancer_categories,142_cancer_cat_Thyroid_Cancer,144_cancer_cat_Colon_Cancer,0.8823529411764706,0.06666666666666667,0.8156862745098039
cancer_categories,143_cancer_cat_Lung_Cancer,144_cancer_cat_Colon_Cancer,1.0,0.10344827586206896,0.896551724137931
disease_classes,145_disease_class_digestive system diseases,146_disease_class_cardiovascular diseases,0.45454545454545453,0.0,0.45454545454545453
disease_classes,145_disease_class_digestive system diseases,147_disease_class_nervous system diseases,0.10344827586206896,0.0,0.10344827586206896
disease_classes,146_disease_class_cardiovascular diseases,147_disease_class_nervous system diseases,0.10344827586206896,0.0,0.10344827586206896
twitter_emotions,148_twt_emotion_worry,149_twt_emotion_happiness,0.6,0.03225806451612903,0.567741935483871
twitter_emotions,148_twt_emotion_worry,150_twt_emotion_sadness,0.6,0.0,0.6
twitter_emotions,149_twt_emotion_happiness,150_twt_emotion_sadness,0.8823529411764706,0.03225806451612903,0.8500948766603416
it_tickets,151_it_tick_HR Support,152_it_tick_Hardware,0.10344827586206896,0.03225806451612903,0.07119021134593993
it_tickets,151_it_tick_HR Support,153_it_tick_Administrative rights,0.14285714285714285,0.03225806451612903,0.11059907834101382
it_tickets,152_it_tick_Hardware,153_it_tick_Administrative rights,0.18518518518518517,0.03225806451612903,0.15292712066905614
athlete_sports,154_athlete_sport_football,155_athlete_sport_basketball,0.3333333333333333,0.03225806451612903,0.30107526881720426
athlete_sports,154_athlete_sport_football,156_athlete_sport_baseball,0.391304347826087,0.03225806451612903,0.3590462833099579
athlete_sports,155_athlete_sport_basketball,156_athlete_sport_baseball,0.45454545454545453,0.0,0.45454545454545453
code_languages,158_code_C,159_code_Python,0.10344827586206896,0.03225806451612903,0.07119021134593993
code_languages,158_code_C,160_code_HTML,0.14285714285714285,0.0,0.14285714285714285
code_languages,159_code_Python,160_code_HTML,0.3333333333333333,0.03225806451612903,0.30107526881720426
news_topics,139_news_class_Politics,140_news_class_Technology,0.23076923076923078,0.0,0.23076923076923078
news_topics,139_news_class_Politics,141_news_class_Entertainment,0.14285714285714285,0.03225806451612903,0.11059907834101382
news_topics,140_news_class_Technology,141_news_class_Entertainment,0.23076923076923078,0.0,0.23076923076923078
agnews,161_agnews_0,162_agnews_1,0.5238095238095238,0.391304347826087,0.13250517598343686
agnews,161_agnews_0,163_agnews_2,0.6,0.391304347826087,0.208695652173913
agnews,162_agnews_1,163_agnews_2,0.5238095238095238,0.45454545454545453,0.0692640692640693
ethics_categories,48_cm_correct,49_cm_isshort,0.28,0.0,0.28
ethics_categories,48_cm_correct,50_deon_isvalid,0.23076923076923078,0.0,0.23076923076923078
ethics_categories,48_cm_correct,51_just_is,0.6,0.0,0.6
ethics_categories,48_cm_correct,52_virtue_is,0.0,0.0,0.0
ethics_categories,49_cm_isshort,50_deon_isvalid,0.14285714285714285,0.0,0.14285714285714285
ethics_categories,49_cm_isshort,51_just_is,0.3333333333333333,0.0,0.3333333333333333
ethics_categories,49_cm_isshort,52_virtue_is,0.0,0.0,0.0
ethics_categories,50_deon_isvalid,51_just_is,0.23076923076923078,0.0,0.23076923076923078
ethics_categories,50_deon_isvalid,52_virtue_is,0.10344827586206896,0.0,0.10344827586206896
ethics_categories,51_just_is,52_virtue_is,0.0,0.0,0.0
temporal_reasoning,42_temp_sense,130_temp_cat_Frequency,0.03225806451612903,0.0,0.03225806451612903
temporal_reasoning,42_temp_sense,131_temp_cat_Typical Time,0.03225806451612903,0.0,0.03225806451612903
temporal_reasoning,42_temp_sense,132_temp_cat_Event Ordering,0.03225806451612903,0.0,0.03225806451612903
temporal_reasoning,130_temp_cat_Frequency,131_temp_cat_Typical Time,0.391304347826087,0.03225806451612903,0.3590462833099579
temporal_reasoning,130_temp_cat_Frequency,132_temp_cat_Event Ordering,0.45454545454545453,0.10344827586206896,0.3510971786833856
temporal_reasoning,131_temp_cat_Typical Time,132_temp_cat_Event Ordering,0.5238095238095238,0.06666666666666667,0.4571428571428572
context_types,133_context_type_Causality,134_context_type_Belief_states,0.14285714285714285,0.0,0.14285714285714285
context_types,133_context_type_Causality,135_context_type_Event_duration,0.3333333333333333,0.0,0.3333333333333333
context_types,134_context_type_Belief_states,135_context_type_Event_duration,0.18518518518518517,0.0,0.18518518518518517
phrases_in_context,65_high-school,66_living-room,0.06666666666666667,0.03225806451612903,0.034408602150537634
phrases_in_context,65_high-school,67_social-security,0.03225806451612903,0.03225806451612903,0.0
phrases_in_context,65_high-school,68_credit-card,0.0,0.03225806451612903,-0.03225806451612903
phrases_in_context,65_high-school,69_blood-pressure,0.0,0.0,0.0
phrases_in_context,65_high-school,70_prime-factors,0.0,0.0,0.0
phrases_in_context,65_high-school,71_social-media,0.0,0.0,0.0
phrases_in_context,65_high-school,72_gene-expression,0.06666666666666667,0.03225806451612903,0.034408602150537634
phrases_in_context,65_high-school,73_control-group,0.06666666666666667,0.03225806451612903,0.034408602150537634
phrases_in_context,65_high-school,74_magnetic-field,0.10344827586206896,0.0,0.10344827586206896
phrases_in_context,65_high-school,75_cell-lines,0.03225806451612903,0.03225806451612903,0.0
phrases_in_context,65_high-school,76_trial-court,0.03225806451612903,0.06666666666666667,-0.034408602150537634
phrases_in_context,65_high-school,77_second-derivative,0.0,0.0,0.0
phrases_in_context,65_high-school,78_north-america,0.03225806451612903,0.0,0.03225806451612903
phrases_in_context,65_high-school,79_human-rights,0.0,0.0,0.0
phrases_in_context,65_high-school,80_side-effects,0.03225806451612903,0.03225806451612903,0.0
phrases_in_context,65_high-school,81_public-health,0.0,0.0,0.0
phrases_in_context,65_high-school,82_federal-government,0.0,0.06666666666666667,-0.06666666666666667
phrases_in_context,65_high-school,83_third-party,0.0,0.10344827586206896,-0.10344827586206896
phrases_in_context,65_high-school,84_clinical-trials,0.03225806451612903,0.0,0.03225806451612903
phrases_in_context,65_high-school,85_mental-health,0.0,0.06666666666666667,-0.06666666666666667
phrases_in_context,66_living-room,67_social-security,0.0,0.03225806451612903,-0.03225806451612903
phrases_in_context,66_living-room,68_credit-card,0.23076923076923078,0.0,0.23076923076923078
phrases_in_context,66_living-room,69_blood-pressure,0.06666666666666667,0.0,0.06666666666666667
phrases_in_context,66_living-room,70_prime-factors,0.0,0.03225806451612903,-0.03225806451612903
phrases_in_context,66_living-room,71_social-media,0.23076923076923078,0.03225806451612903,0.19851116625310175
phrases_in_context,66_living-room,72_gene-expression,0.18518518518518517,0.03225806451612903,0.15292712066905614
phrases_in_context,66_living-room,73_control-group,0.14285714285714285,0.03225806451612903,0.11059907834101382
phrases_in_context,66_living-room,74_magnetic-field,0.23076923076923078,0.03225806451612903,0.19851116625310175
phrases_in_context,66_living-room,75_cell-lines,0.0,0.0,0.0
phrases_in_context,66_living-room,76_trial-court,0.10344827586206896,0.0,0.10344827586206896
phrases_in_context,66_living-room,77_second-derivative,0.0,0.0,0.0
phrases_in_context,66_living-room,78_north-america,0.06666666666666667,0.0,0.06666666666666667
phrases_in_context,66_living-room,79_human-rights,0.06666666666666667,0.0,0.06666666666666667
phrases_in_context,66_living-room,80_side-effects,0.14285714285714285,0.03225806451612903,0.11059907834101382
phrases_in_context,66_living-room,81_public-health,0.23076923076923078,0.0,0.23076923076923078
phrases_in_context,66_living-room,82_federal-government,0.3333333333333333,0.0,0.3333333333333333
phrases_in_context,66_living-room,83_third-party,0.18518518518518517,0.03225806451612903,0.15292712066905614
phrases_in_context,66_living-room,84_clinical-trials,0.14285714285714285,0.0,0.14285714285714285
phrases_in_context,66_living-room,85_mental-health,0.18518518518518517,0.0,0.18518518518518517
phrases_in_context,67_social-security,68_credit-card,0.0,0.03225806451612903,-0.03225806451612903
phrases_in_context,67_social-security,69_blood-pressure,0.03225806451612903,0.0,0.03225806451612903
phrases_in_context,67_social-security,70_prime-factors,0.0,0.03225806451612903,-0.03225806451612903
phrases_in_context,67_social-security,71_social-media,0.03225806451612903,0.0,0.03225806451612903
phrases_in_context,67_social-security,72_gene-expression,0.06666666666666667,0.03225806451612903,0.034408602150537634
phrases_in_context,67_social-security,73_control-group,0.0,0.03225806451612903,-0.03225806451612903
phrases_in_context,67_social-security,74_magnetic-field,0.06666666666666667,0.03225806451612903,0.034408602150537634
phrases_in_context,67_social-security,75_cell-lines,0.03225806451612903,0.03225806451612903,0.0
phrases_in_context,67_social-security,76_trial-court,0.06666666666666667,0.03225806451612903,0.034408602150537634
phrases_in_context,67_social-security,77_second-derivative,0.0,0.0,0.0
phrases_in_context,67_social-security,78_north-america,0.0,0.0,0.0
phrases_in_context,67_social-security,79_human-rights,0.0,0.0,0.0
phrases_in_context,67_social-security,80_side-effects,0.0,0.03225806451612903,-0.03225806451612903
phrases_in_context,67_social-security,81_public-health,0.0,0.0,0.0
phrases_in_context,67_social-security,82_federal-government,0.0,0.0,0.0
phrases_in_context,67_social-security,83_third-party,0.03225806451612903,0.0,0.03225806451612903
phrases_in_context,67_social-security,84_clinical-trials,0.03225806451612903,0.0,0.03225806451612903
phrases_in_context,67_social-security,85_mental-health,0.0,0.0,0.0
phrases_in_context,68_credit-card,69_blood-pressure,0.10344827586206896,0.03225806451612903,0.07119021134593993
phrases_in_context,68_credit-card,70_prime-factors,0.03225806451612903,0.0,0.03225806451612903
phrases_in_context,68_credit-card,71_social-media,0.28,0.06666666666666667,0.21333333333333337
phrases_in_context,68_credit-card,72_gene-expression,0.23076923076923078,0.14285714285714285,0.08791208791208793
phrases_in_context,68_credit-card,73_control-group,0.14285714285714285,0.03225806451612903,0.11059907834101382
phrases_in_context,68_credit-card,74_magnetic-field,0.3333333333333333,0.0,0.3333333333333333
phrases_in_context,68_credit-card,75_cell-lines,0.06666666666666667,0.03225806451612903,0.034408602150537634
phrases_in_context,68_credit-card,76_trial-court,0.03225806451612903,0.03225806451612903,0.0
phrases_in_context,68_credit-card,77_second-derivative,0.03225806451612903,0.0,0.03225806451612903
phrases_in_context,68_credit-card,78_north-america,0.10344827586206896,0.03225806451612903,0.07119021134593993
phrases_in_context,68_credit-card,79_human-rights,0.06666666666666667,0.0,0.06666666666666667
phrases_in_context,68_credit-card,80_side-effects,0.18518518518518517,0.06666666666666667,0.11851851851851851
phrases_in_context,68_credit-card,81_public-health,0.23076923076923078,0.0,0.23076923076923078
phrases_in_context,68_credit-card,82_federal-government,0.391304347826087,0.03225806451612903,0.3590462833099579
phrases_in_context,68_credit-card,83_third-party,0.28,0.03225806451612903,0.247741935483871
phrases_in_context,68_credit-card,84_clinical-trials,0.28,0.03225806451612903,0.247741935483871
phrases_in_context,68_credit-card,85_mental-health,0.23076923076923078,0.03225806451612903,0.19851116625310175
phrases_in_context,69_blood-pressure,70_prime-factors,0.0,0.0,0.0
phrases_in_context,69_blood-pressure,71_social-media,0.14285714285714285,0.06666666666666667,0.07619047619047618
phrases_in_context,69_blood-pressure,72_gene-expression,0.0,0.03225806451612903,-0.03225806451612903
phrases_in_context,69_blood-pressure,73_control-group,0.23076923076923078,0.03225806451612903,0.19851116625310175
phrases_in_context,69_blood-pressure,74_magnetic-field,0.06666666666666667,0.0,0.06666666666666667
phrases_in_context,69_blood-pressure,75_cell-lines,0.14285714285714285,0.0,0.14285714285714285
phrases_in_context,69_blood-pressure,76_trial-court,0.03225806451612903,0.0,0.03225806451612903
phrases_in_context,69_blood-pressure,77_second-derivative,0.0,0.0,0.0
phrases_in_context,69_blood-pressure,78_north-america,0.10344827586206896,0.0,0.10344827586206896
phrases_in_context,69_blood-pressure,79_human-rights,0.14285714285714285,0.03225806451612903,0.11059907834101382
phrases_in_context,69_blood-pressure,80_side-effects,0.06666666666666667,0.06666666666666667,0.0
phrases_in_context,69_blood-pressure,81_public-health,0.10344827586206896,0.0,0.10344827586206896
phrases_in_context,69_blood-pressure,82_federal-government,0.06666666666666667,0.0,0.06666666666666667
phrases_in_context,69_blood-pressure,83_third-party,0.10344827586206896,0.0,0.10344827586206896
phrases_in_context,69_blood-pressure,84_clinical-trials,0.06666666666666667,0.03225806451612903,0.034408602150537634
phrases_in_context,69_blood-pressure,85_mental-health,0.06666666666666667,0.03225806451612903,0.034408602150537634
phrases_in_context,70_prime-factors,71_social-media,0.03225806451612903,0.0,0.03225806451612903
phrases_in_context,70_prime-factors,72_gene-expression,0.03225806451612903,0.03225806451612903,0.0
phrases_in_context,70_prime-factors,73_control-group,0.0,0.03225806451612903,-0.03225806451612903
phrases_in_context,70_prime-factors,74_magnetic-field,0.03225806451612903,0.0,0.03225806451612903
phrases_in_context,70_prime-factors,75_cell-lines,0.0,0.0,0.0
phrases_in_context,70_prime-factors,76_trial-court,0.0,0.0,0.0
phrases_in_context,70_prime-factors,77_second-derivative,0.0,0.06666666666666667,-0.06666666666666667
phrases_in_context,70_prime-factors,78_north-america,0.0,0.0,0.0
phrases_in_context,70_prime-factors,79_human-rights,0.0,0.0,0.0
phrases_in_context,70_prime-factors,80_side-effects,0.0,0.03225806451612903,-0.03225806451612903
phrases_in_context,70_prime-factors,81_public-health,0.03225806451612903,0.0,0.03225806451612903
phrases_in_context,70_prime-factors,82_federal-government,0.03225806451612903,0.03225806451612903,0.0
phrases_in_context,70_prime-factors,83_third-party,0.03225806451612903,0.0,0.03225806451612903
phrases_in_context,70_prime-factors,84_clinical-trials,0.03225806451612903,0.0,0.03225806451612903
phrases_in_context,70_prime-factors,85_mental-health,0.0,0.03225806451612903,-0.03225806451612903
phrases_in_context,71_social-media,72_gene-expression,0.10344827586206896,0.03225806451612903,0.07119021134593993
phrases_in_context,71_social-media,73_control-group,0.10344827586206896,0.0,0.10344827586206896
phrases_in_context,71_social-media,74_magnetic-field,0.18518518518518517,0.0,0.18518518518518517
phrases_in_context,71_social-media,75_cell-lines,0.10344827586206896,0.0,0.10344827586206896
phrases_in_context,71_social-media,76_trial-court,0.14285714285714285,0.03225806451612903,0.11059907834101382
phrases_in_context,71_social-media,77_second-derivative,0.0,0.03225806451612903,-0.03225806451612903
phrases_in_context,71_social-media,78_north-america,0.06666666666666667,0.03225806451612903,0.034408602150537634
phrases_in_context,71_social-media,79_human-rights,0.06666666666666667,0.03225806451612903,0.034408602150537634
phrases_in_context,71_social-media,80_side-effects,0.10344827586206896,0.0,0.10344827586206896
phrases_in_context,71_social-media,81_public-health,0.3333333333333333,0.0,0.3333333333333333
phrases_in_context,71_social-media,82_federal-government,0.3333333333333333,0.0,0.3333333333333333
phrases_in_context,71_social-media,83_third-party,0.3333333333333333,0.03225806451612903,0.30107526881720426
phrases_in_context,71_social-media,84_clinical-trials,0.14285714285714285,0.0,0.14285714285714285
phrases_in_context,71_social-media,85_mental-health,0.23076923076923078,0.03225806451612903,0.19851116625310175
phrases_in_context,72_gene-expression,73_control-group,0.03225806451612903,0.10344827586206896,-0.07119021134593993
phrases_in_context,72_gene-expression,74_magnetic-field,0.45454545454545453,0.0,0.45454545454545453
phrases_in_context,72_gene-expression,75_cell-lines,0.0,0.03225806451612903,-0.03225806451612903
phrases_in_context,72_gene-expression,76_trial-court,0.06666666666666667,0.06666666666666667,0.0
phrases_in_context,72_gene-expression,77_second-derivative,0.03225806451612903,0.03225806451612903,0.0
phrases_in_context,72_gene-expression,78_north-america,0.03225806451612903,0.03225806451612903,0.0
phrases_in_context,72_gene-expression,79_human-rights,0.03225806451612903,0.03225806451612903,0.0
phrases_in_context,72_gene-expression,80_side-effects,0.14285714285714285,0.03225806451612903,0.11059907834101382
phrases_in_context,72_gene-expression,81_public-health,0.14285714285714285,0.0,0.14285714285714285
phrases_in_context,72_gene-expression,82_federal-government,0.28,0.10344827586206896,0.17655172413793108
phrases_in_context,72_gene-expression,83_third-party,0.23076923076923078,0.03225806451612903,0.19851116625310175
phrases_in_context,72_gene-expression,84_clinical-trials,0.18518518518518517,0.10344827586206896,0.08173690932311621
phrases_in_context,72_gene-expression,85_mental-health,0.06666666666666667,0.06666666666666667,0.0
phrases_in_context,73_control-group,74_magnetic-field,0.10344827586206896,0.0,0.10344827586206896
phrases_in_context,73_control-group,75_cell-lines,0.23076923076923078,0.18518518518518517,0.04558404558404561
phrases_in_context,73_control-group,76_trial-court,0.0,0.10344827586206896,-0.10344827586206896
phrases_in_context,73_control-group,77_second-derivative,0.0,0.0,0.0
phrases_in_context,73_control-group,78_north-america,0.23076923076923078,0.0,0.23076923076923078
phrases_in_context,73_control-group,79_human-rights,0.14285714285714285,0.06666666666666667,0.07619047619047618
phrases_in_context,73_control-group,80_side-effects,0.14285714285714285,0.03225806451612903,0.11059907834101382
phrases_in_context,73_control-group,81_public-health,0.10344827586206896,0.03225806451612903,0.07119021134593993
phrases_in_context,73_control-group,82_federal-government,0.10344827586206896,0.06666666666666667,0.0367816091954023
phrases_in_context,73_control-group,83_third-party,0.14285714285714285,0.03225806451612903,0.11059907834101382
phrases_in_context,73_control-group,84_clinical-trials,0.10344827586206896,0.10344827586206896,0.0
phrases_in_context,73_control-group,85_mental-health,0.14285714285714285,0.0,0.14285714285714285
phrases_in_context,74_magnetic-field,75_cell-lines,0.06666666666666667,0.0,0.06666666666666667
phrases_in_context,74_magnetic-field,76_trial-court,0.06666666666666667,0.0,0.06666666666666667
phrases_in_context,74_magnetic-field,77_second-derivative,0.03225806451612903,0.0,0.03225806451612903
phrases_in_context,74_magnetic-field,78_north-america,0.10344827586206896,0.0,0.10344827586206896
phrases_in_context,74_magnetic-field,79_human-rights,0.06666666666666667,0.06666666666666667,0.0
phrases_in_context,74_magnetic-field,80_side-effects,0.14285714285714285,0.0,0.14285714285714285
phrases_in_context,74_magnetic-field,81_public-health,0.23076923076923078,0.03225806451612903,0.19851116625310175
phrases_in_context,74_magnetic-field,82_federal-government,0.3333333333333333,0.0,0.3333333333333333
phrases_in_context,74_magnetic-field,83_third-party,0.3333333333333333,0.03225806451612903,0.30107526881720426
phrases_in_context,74_magnetic-field,84_clinical-trials,0.23076923076923078,0.0,0.23076923076923078
phrases_in_context,74_magnetic-field,85_mental-health,0.14285714285714285,0.0,0.14285714285714285
phrases_in_context,75_cell-lines,76_trial-court,0.03225806451612903,0.06666666666666667,-0.034408602150537634
phrases_in_context,75_cell-lines,77_second-derivative,0.0,0.0,0.0
phrases_in_context,75_cell-lines,78_north-america,0.18518518518518517,0.0,0.18518518518518517
phrases_in_context,75_cell-lines,79_human-rights,0.10344827586206896,0.03225806451612903,0.07119021134593993
phrases_in_context,75_cell-lines,80_side-effects,0.06666666666666667,0.06666666666666667,0.0
phrases_in_context,75_cell-lines,81_public-health,0.10344827586206896,0.0,0.10344827586206896
phrases_in_context,75_cell-lines,82_federal-government,0.03225806451612903,0.06666666666666667,-0.034408602150537634
phrases_in_context,75_cell-lines,83_third-party,0.10344827586206896,0.03225806451612903,0.07119021134593993
phrases_in_context,75_cell-lines,84_clinical-trials,0.0,0.06666666666666667,-0.06666666666666667
phrases_in_context,75_cell-lines,85_mental-health,0.06666666666666667,0.0,0.06666666666666667
phrases_in_context,76_trial-court,77_second-derivative,0.0,0.0,0.0
phrases_in_context,76_trial-court,78_north-america,0.0,0.0,0.0
phrases_in_context,76_trial-court,79_human-rights,0.03225806451612903,0.03225806451612903,0.0
phrases_in_context,76_trial-court,80_side-effects,0.03225806451612903,0.03225806451612903,0.0
phrases_in_context,76_trial-court,81_public-health,0.06666666666666667,0.0,0.06666666666666667
phrases_in_context,76_trial-court,82_federal-government,0.10344827586206896,0.0,0.10344827586206896
phrases_in_context,76_trial-court,83_third-party,0.10344827586206896,0.0,0.10344827586206896
phrases_in_context,76_trial-court,84_clinical-trials,0.03225806451612903,0.0,0.03225806451612903
phrases_in_context,76_trial-court,85_mental-health,0.06666666666666667,0.06666666666666667,0.0
phrases_in_context,77_second-derivative,78_north-america,0.0,0.0,0.0
phrases_in_context,77_second-derivative,79_human-rights,0.0,0.0,0.0
